Cargo,Cargo classification,Carrier,Carrier classification,Sequences count,Publications count,Sequences,Publications
treponema denticola,Bacteria,homo sapiens,Human,72,61,12313702;12383033;284451164;285178255;285178257;285178259;285178261;285178263;285178265;285178267;285178269;285178271;285178273;285178275;285178277;285178279;285178281;285178283;285178285;285178287;285178289;285178291;285178293;285178295;285178299;285178303;285178305;285178307;285178309;285178311;285178313;285178315;285178319;285178323;285178325;285178327;285178330;285178331;285178332;285178333;285178334;285178335;285178336;285178337;285178338;285178339;285178340;285178341;285178343;285178345;285178347;285178349;285178351;285178353;285178355;285178357;285178359;285178363;285178367;285178369;285178371;285178373;285178375;285178379;285178381;285178383;285178385;285178387;285178389;285178391;285178395;307828995,1315388;1398963;1895035;2030646;5788714;6699406;7487574;7593702;7808774;7815917;7864624;7934885;7989615;8641769;9144046;9453630;9467407;10333522;10412854;10495709;10791704;11154403;11519695;11846203;12200976;12716334;12724370;14234787;15107064;15546422;15853975;16277588;16304448;16926393;17397314;17471038;17533151;17565753;17591787;17964192;18366071;18770552;18842116;19121068;19184295;19602114;19995893;20038241;20331801;21311438;21501207;21916371;11776931;11155157;10219171;8782684;6382567;3346072;2637426;2160430;402976
treponema lecithinolyticum,Bacteria,homo sapiens,Human,10,0,285184512;285184513;285184514;285184516;285184518;285184519;285184520;285184521;285184522;285184524,NA
treponema maltophilum,Bacteria,homo sapiens,Human,13,2,285184815;285184816;285184817;285184819;285184820;285184821;285184822;285184823;285184824;285184826;285184827;285184828;285184829,8782684;11154403
treponema medium,Bacteria,homo sapiens,Human,6,0,285185003;285185004;285185005;285185006;285185007;285185008,NA
treponema pallidum,Bacteria,homo sapiens,Human,1,216,790545,163483;354749;359455;378851;379962;384745;402976;778261;804444;826115;1092242;1327090;1347056;1477221;1541522;1626576;1667364;1729190;1743714;1763791;1903229;1935467;2124396;2155389;2180367;2189236;2240901;2280116;2280259;2430886;2472690;2474485;2546423;2738156;2963840;3021631;3049242;3294256;3305362;3307838;3494322;3609249;3881473;3884654;3892633;4194912;4879353;4985895;5327359;6266031;6341249;6347894;6358023;6375366;6394613;6488601;6505920;6755769;6986367;6987326;7012020;7015484;7028207;7041257;7049315;7496914;7509022;7591054;7594681;7600111;7700294;7709319;7789285;7876555;7927729;7934885;8002691;8011805;8038318;8085526;8094280;8329759;8494384;8509088;8539079;8748271;8763705;8959017;8983895;9017148;9132977;9230359;9235493;9402077;9467407;9534979;9587174;9611052;9652447;9737068
treponema pallidum,Bacteria,papio cynocephalus,Primate,6,0,197321197;197321199;197321201;197321203;197321205;197321207,NA
treponema putidum,Bacteria,homo sapiens,Human,2,0,30409134;224581408,NA
treponema socranskii,Bacteria,homo sapiens,Human,70,0,285197363;285197365;285197367;285197369;285197371;285197373;285197375;285197377;285197379;285197381;285197383;285197385;285197387;285197389;285197391;285197393;285197395;285197397;285197399;285197401;285197405;285197407;285197409;285197411;285197413;285197415;285197417;285197419;285197421;285197423;285197425;285197427;285197429;285197431;285197433;285197435;285197437;285197439;285197441;285197443;285197445;285197449;285197451;285197453;285197455;285197457;285197459;285197461;285197463;285197465;285197469;285197471;285197473;285197477;285197479;285197481;285197483;285197485;285197487;285197489;285197491;285197493;285197497;285197499;285197501;285197503;285197505;285197507;285197509;285197511,NA
treponema vincentii,Bacteria,homo sapiens,Human,6,8,37951200;285159530;285159531;285159532;285159533;285159534,3007725;3305362;8782684;9467407;10219171;10808093;11155157;12724370
triaenophorus crassus,Helminth,esox lucius,Fish,1,0,327505483,NA
triaenophorus nodulosus,Helminth,esox lucius,Fish,1,0,327505484,NA
trichinella britovi,Helminth,canis lupus,Mammal,5,0,2689234;2689236;2689238;2689240;38490646,NA
trichinella britovi,Helminth,homo sapiens,Human,0,61,NA,25103623;24708795;24268582;23656910;23453823;23041114;22951657;22545958;22325190;21395210;21327993;20954115;19780009;19054618;19046813;19042089;19041178;18718558;18705658;18657367;18466901;17610096;17539418;17502306;17432245;17432241;17313500;17024975;17013647;16821437;16621284;16220088;16202536;16077211;15990231;15964575;15693443;15325044;15058813;13129525;12944046;12875297;12847924;12703156;11748188;11520444;11516583;11484396;11484355;11484349;11484328;11484326;11099840;11099839;10701576;9794660;8939049;7675512;8278221;8480866;1635024
trichinella britovi,Helminth,panthera pardus,Mammal,1,0,294906312,NA
trichinella murrelli,Helminth,ursus americanus,Mammal,18,0,284927304;284927306;284927312;284927314;429336135;429336134;429336133;429336132;429336131;429336130;429336129;429336128;429336127;429336126;429336125;429336124;429336123;429336122,NA
trichinella nativa,Helminth,homo sapiens,Human,0,20,NA,21506828;20144253;19926223;19731970;19054618;18718558;17013647;15993540;15278445;12964114;11516583;11484394;11484389;11099845;11099840;11099839;10889361;10701576;1635024;1635022
trichinella nativa,Helminth,ursus maritimus,Mammal,2,0,374717365;374717361,NA
trichinella nelsoni,Helminth,homo sapiens,Human,0,15,NA,23041114;15964575;11516583;11099840;10701576;9656339;1635024;1635022;2027884;2199653;2299526;3270084;3041893;3426077;7031569
trichinella papuae,Helminth,homo sapiens,Human,2,1,219523095;239923318,15922379
trichinella pseudospiralis,Helminth,homo sapiens,Human,0,5,NA,9455518;9494666;11484328;12880250;16039781
trichinella spiralis,Helminth,homo sapiens,Human,0,76,NA,212326;560797;635095;1189432;1263030;1299058;1345318;1526560;1916420;1923564;2132694;2482559;2651538;2658299;2918432;3152779;3299889;3563318;7017021;7191393;7654290;7831926;7872991;7877832;7978576;8480866;8596508;8817601;9000234;9501363;9573108;10079742;10586921;11002986;11099836;11099838;11439086;11484342;11484345;11484350;11484370;11484385;11484388;11484396;12186138;12646205;12880250;12940101;13678839;14139989;14179063;15103552;15108544;15125533;15893125;15984615;16300001;16300018;16414006;16888981;17326266;17401712;18334026;18482460;19070433;19153012;19460327;19473770;19962244;20120929;20199796;20568996;21050048;21225756;21436398;21502330
trichinella spiralis,Helminth,ursus americanus,Mammal,0,8,NA,11695403;9794654;8195953;1512886;3951059;7174445;24228968;560797
trichobilharzia franki,Helminth,anas platyrhynchos,Domestic,12,1,225733342;225733343;225733344;225733345;225733346;225733347;225733391;225733392;225733393;225733394;225733395;225733396,12596366
trichobilharzia ocellata,Helminth,homo sapiens,Human,0,19,NA,21796386;19393164;16894759;15217731;15118907;15033923;14598171;12243738;12107470;11696167;11688896;11467784;11162373;9797062;9499387;7476691;8832968;8015515;8437054
trichobilharzia regenti,Helminth,anas platyrhynchos,Domestic,37,11,14572637;126565793;126565795;126565796;170282770;170282771;170282772;170282780;170282781;170282782;225733352;225733353;225733354;225733355;225733356;225733401;225733402;225733403;225733404;225733405;225733406;225733407;225733408;225733409;225733410;283101119;300087079;300087080;300087081;300087083;300087084;300087085;300087087;300087089;300087100;300087102;300087104,9879557;10633919;11511002;11584754;12015826;12107473;17886739;19238442;19356266;20556426;22146993
trichobilharzia regenti,Helminth,anser anser,Domestic,1,0,300087086,NA
trichobilharzia szidati,Helminth,anas platyrhynchos,Domestic,2,3,126565794;126565799,2524697;17177058;19238442
trichoderma longibrachiatum,Fungi,homo sapiens,Human,1,0,226858178,NA
trichomonas canistomae,Protozoa,canis lupus,Mammal,3,1,37935999;37954935;51507323,4258345
trichomonas tenax,Protozoa,homo sapiens,Human,1,7,299893489,6943141;14027636;16178352;16790560;17449372;17546821;19296850
trichomonas vaginalis,Protozoa,homo sapiens,Human,20,167,463922;622957;622959;885634;885636;885638;885640;1054960;1118008;33243007;37962263;46909046;46909047;331035691;331035692;331035693;331035694;331035695;345647973;345648009,1319218;1512451;1537918;1804302;1852474;1864083;1915384;1955862;2155389;2551568;2788661;2789190;2807289;3005473;3170709;3258398;3262088;3498677;3510170;3522408;3882195;3890111;6279344;6309002;7004190;7441017;7482107;7485327;7548291;7594681;7789285;7794964;7812190;7828924;8085526;8244352;8468134;8663034;8731285;8734959;8773525;8825444;8845444;9011204;9132977;9179967;9518381;9634324;9679332;10453529;10458630;10486480;10699032;10764610;10772086;10878064;11036053;11038666;11070064;11095835;11240764;11262256;11271423;11295198;11347382;11479719;11587965;11756983;11845812;11964771;12341331;12455953;12648311;12657117;12670510;12674478;12941405;14634576;14634582;15006074;15033707;15133072;15213160;15305696;15363938;15378437;15508193;15633091;15659068;15838790;15979116;16099517;16278462;16402670;16691155;16790560;16889659;17094627;17202137;17449372
trichophilopterus babakotophilus,Arthropod,propithecus verreauxi,Primate,2,0,14164881;27369294,NA
trichophyton concentricum,Fungi,homo sapiens,Human,0,11,NA,22837564;21169831;18295290;15310331;12650596;11044195;2452230;6506154;6464115;6849824;14115870
trichophyton equinum,Fungi,homo sapiens,Human,0,18,NA,22951933;22369622;19880755;19403294;18478363;17156126;15552641;9747381;9642562;7955486;2562078;4000242;6466240;574905;14318543;14193775;14259741;13932749
trichophyton megninii,Fungi,homo sapiens,Human,3317,59,607959035;607959022;607958918;607958912;607958910;607958908;607958906;607958904;607958902;607958900;607958898;607958896;607958894;607958892;607958890;607958888;607958886;607958883;607958881;607958879;607958877;607958875;607958873;607958871;607958869;607958867;607958864;607958862;607958860;607958858;607958856;607958854;607958852;607958850;607958848;607958846;607958844;607958842;607958840;607958838;607958836;607958834;607958832;607958830;607958828;607958826;607958824;607958822;607958820;607958818;607952910;607952871;607952816;607952784;607952714;607952657;607952616;607952589;607952577;607952501;607952490;607952479;607952463;607952435;607952401;607952395;607952347;607952268;607952249;607952184;607952171;607952001;607951989;607951965;607951899;607951891;607951888;607951885;607951864;607951858;607951852;607951821;607951796;607951774;607951757;607951744;607951713;607951579;607951400;607951383;607951376;607951332;607951321;607951316;607951298;607951243;607951235;607951146;607951124;607951109,833268;1357884;1619083;1929541;2022872;2056755;2093847;2420120;2452230;2566231;2668770;2763703;2773573;2805810;3610211;3668298;3746581;3996042;6727982;7508736;7845420;8060745;8684495;8812309;9580035;9792655;10523582;10985081;11098620;11398256;11673560;12037451;12190666;12230227;12963150;14998079;15328084;15672716;15679672;15722629;15864260;16519017;17213268;17267633;17644713;17906145;17944718;18222721;18578874;19001760;19194052;19403293;19415265;19874884;19882010;20480796;20579231;20952864;21491985
trichophyton mentagrophytes,Fungi,homo sapiens,Human,5,50,3523084;319429219;319429233;319429253;319429256,105052;155666;418728;653698;833268;1506039;1824417;2056755;2150623;2233892;2420120;3221913;4796507;6540570;6727982;6885162;7219511;7221801;7884806;8786469;9470415;9476517;9755506;9929576;10520156;11398256;11457639;11486453;12435063;12963150;14615792;15289574;15328084;16167594;16333338;16642661;17027268;17267633;17623029;17664323;17906145;17944712;19001760;19415265;19549106;19882010;20085228;20649795;21175772;22057847
trichophyton raubitschekii,Fungi,homo sapiens,Human,1,0,395144564,NA
trichophyton rubrum,Fungi,homo sapiens,Human,18,59,3523074;70909961;193231032;194739313;194739314;194739315;209976342;209976343;209976344;209976345;209976346;209976347;209976348;209980082;209980083;209980084;213268533;222356350,1619083;1929541;2022872;2056755;2093847;2452230;2566231;2668770;2763703;2773573;3668298;3746581;6727982;7508736;7845420;8684495;8812309;9580035;9792655;10523582;10985081;11673560;12037451;12190666;12230227;12963150;14998079;15328084;15679672;17213268;17267633;17944718;18578874;19001760;19194052;19403293;19882010;20480796;20579231;20952864;21491985;19874884;19415265;18222721;17906145;17644713;16519017;15864260;15722629;15672716;11398256;11098620;8060745;3996042;3610211;2805810;2420120;1357884;833268
trichophyton schoenleinii,Fungi,homo sapiens,Human,3,1,209976339;209976340;219664967,17267633
trichophyton soudanense,Fungi,homo sapiens,Human,7,2,6274489;70909962;70909963;194739321;213268545;319429229;319429235,17267633;20521116
trichophyton tonsurans,Fungi,homo sapiens,Human,6,9,194739312;194739320;209976338;218988963;219664966;258617975,6727982;9375501;9792655;10520156;13764907;14998079;16681806;17267633;19663859
trichophyton verrucosum,Fungi,homo sapiens,Human,0,7,NA,2103596;5977945;6685950;13674531;17267633;18705659;21905949
trichophyton violaceum,Fungi,homo sapiens,Human,2,6,213268573;219664963,1929541;2452213;2774655;8425800;11469760;17267633
trichosporon asahii,Fungi,homo sapiens,Human,60,2,187424519;187424520;187424521;198385325;198385326;198385328;198385329;198385330;198385331;198385333;198385334;198385335;198385337;198385340;206572141;206572142;206572143;206572144;206572145;206572146;206572147;206572148;206572149;206572150;206572151;206572152;206572153;206572154;206572155;206572156;206572157;206572158;206572159;206583351;206583352;206583353;206583354;206583355;206583356;206583357;206583358;206583359;206583360;206583361;206583362;206583363;206583364;209405427;209405428;209405429;209405430;215273700;215273701;219872974;219872975;219872976;219872977;219872978;219872979;219872980,11862981;16366370
trichosporon asteroides,Fungi,homo sapiens,Human,5,0,198385327;198385332;198385336;198385338;209405419,NA
trichosporon beigelii,Fungi,homo sapiens,Human,0,10,NA,1781759;1810731;3534341;3776536;7752611;8665465;9431946;9738049;11195831;12052625
trichosporon coremiiforme,Fungi,homo sapiens,Human,2,0,209405426;215273705,NA
trichosporon cutaneum,Fungi,homo sapiens,Human,0,6,NA,175047;1770686;3172178;3870648;16859017;16865972
trichosporon dermatis,Fungi,homo sapiens,Human,1,0,198385339,NA
trichosporon faecale,Fungi,homo sapiens,Human,4,1,215273702;215273703;215273704;215273706,18306057
trichosporon inkin,Fungi,homo sapiens,Human,0,15,NA,25035357;24383613;24102785;22664445;20862548;18625370;17343585;17096731;17022770;16825408;15577847;14982118;14662994;12572937;9511232
trichosporon mucoides,Fungi,homo sapiens,Human,0,27,NA,25035357;24582465;24399394;24134663;24102785;23899001;23660618;22370749;21848605;21824758;20061245;19678547;18983414;16681821;16457336;16366370;15865609;15473358;12913806;12867835;12493647;10970368;10938513;10051731;9366171;8953916;8684495
trichostrongylus axei,Helminth,cervus elaphus,Domestic,82,1,307577370;307577372;307577374;307577376;307577378;307577380;307577382;307577384;307577386;307577388;307577390;307577392;307577394;307577396;307577398;307577400;307577402;307577404;307577406;307577408;307577410;307577412;307577414;307577416;307577418;307577420;307577422;307577424;307577426;307577428;307577430;307577432;307577434;307577436;307577438;307577440;307577442;307577444;307577446;307577448;307577450;307577742;307577744;307577746;307577748;307577750;307577752;307577754;307577756;307577758;307577760;307577762;307577764;307577766;307577768;307577770;307577772;307577774;307577776;307577778;307577780;307577782;307577784;307577786;307577788;307577790;307577792;307577794;307577796;307577798;307577800;307577802;307577804;307577806;307577808;307577810;307577812;307577814;307577816;307577818;307577820;307577822,15715232
